Feature,Duration,ATE,Normalized_ATE,Sum_Normalized_ATE,Type
Search Coil Magnetometer's Temperature,180,0.0185992621774701,-0.003160162908298856,0.9999999999999998,IBS_N
Solar Array's Angle,180,1.88260161280218,-0.3198690212070709,0.9999999999999998,IBS_N
High Gain Antenna Azimuth,180,-7.525965344893398,1.2787215054629528,0.9999999999999998,IBS_N
Heater Dutycycle,180,-0.5142778680070876,0.08737990934950496,0.9999999999999998,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,180,1.1413597057936429,-0.1939261123833773,0.9999999999999998,IBS_N
2.5V_PCU_ELB,190,-0.864741343672266,0.015902518048578493,1.0,IBS_N
Radial Distance from Sun,190,-0.2456942696962932,0.004518296236057396,1.0,IBS_N
Electronic Box Temperature,190,0.035181483996216,-0.0006469844287191143,1.0,IBS_N
Outboard Sensor Temperature,190,-0.0949443786064261,0.0017460188592208568,1.0,IBS_N
Inboard Sensor Temperature,190,-0.6545920409398451,0.012037890661380179,1.0,IBS_N
Search Coil Magnetometer's Temperature,190,-1.0680890454062264,0.019642064585382955,1.0,IBS_N
Solar Array's Angle,190,-37.26225343561019,0.685249597612713,1.0,IBS_N
High Gain Antenna Azimuth,190,-15.680298585030169,0.2883593262658287,1.0,IBS_N
Heater Dutycycle,190,-0.1224293427745545,0.002251464958157288,1.0,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,190,1.580224596587236,-0.029060192798599668,1.0,IBS_N
2.5V_PCU_ELB,200,-1.1642416170003564,0.02105294614406015,0.9999999999999998,IBS_N
Radial Distance from Sun,200,-0.2676731389722898,0.004840325321400548,0.9999999999999998,IBS_N
Electronic Box Temperature,200,-0.0562997172450593,0.0010180660936514906,0.9999999999999998,IBS_N
Outboard Sensor Temperature,200,-0.3514222605076437,0.006354758167255099,0.9999999999999998,IBS_N
Inboard Sensor Temperature,200,-1.1427402836623417,0.020664138179990802,0.9999999999999998,IBS_N
Search Coil Magnetometer's Temperature,200,-1.812576888107157,0.03277677335191534,0.9999999999999998,IBS_N
Solar Array's Angle,200,-43.90903544197506,0.7940057672730024,0.9999999999999998,IBS_N
High Gain Antenna Azimuth,200,-6.884139938817274,0.12448569546371852,0.9999999999999998,IBS_N
Heater Dutycycle,200,-0.2272380757288694,0.004109139288909549,0.9999999999999998,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,200,0.5147168481289944,-0.009307609283904157,0.9999999999999998,IBS_N
2.5V_PCU_ELB,210,-1.683916577770366,-1.5184829062938585,0.9999999999999992,IBS_N
Radial Distance from Sun,210,-0.2550514211423562,-0.22999430514748362,0.9999999999999992,IBS_N
Electronic Box Temperature,210,-0.3770151360273092,-0.33997589134109285,0.9999999999999992,IBS_N
Outboard Sensor Temperature,210,-0.4947833206164,-0.44617413035396447,0.9999999999999992,IBS_N
Inboard Sensor Temperature,210,-0.4549311572248493,-0.4102371785549473,0.9999999999999992,IBS_N
Search Coil Magnetometer's Temperature,210,-1.8203380991902411,-1.6415019151101795,0.9999999999999992,IBS_N
Solar Array's Angle,210,1.9324886485089543,1.7426344143800785,0.9999999999999992,IBS_N
High Gain Antenna Azimuth,210,3.0206580223477686,2.723898341073282,0.9999999999999992,IBS_N
Heater Dutycycle,210,-0.2066099800638367,-0.18631191541095124,0.9999999999999992,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,210,1.4484457013097134,1.306145486759116,0.9999999999999992,IBS_N
2.5V_PCU_ELB,220,-2.5497772320346983,0.07720190831461742,1.0000000000000002,IBS_N
Radial Distance from Sun,220,-0.2509689274982121,0.007598812902989781,1.0000000000000002,IBS_N
Electronic Box Temperature,220,-0.7814001117784781,0.023659156976005555,1.0000000000000002,IBS_N
Outboard Sensor Temperature,220,-0.675234429061218,0.02044468270730397,1.0000000000000002,IBS_N
Inboard Sensor Temperature,220,-1.399698879144018,0.042379947227593216,1.0000000000000002,IBS_N
Search Coil Magnetometer's Temperature,220,-3.143885947198893,0.0951902745062868,1.0000000000000002,IBS_N
Solar Array's Angle,220,-29.961052704568367,0.9071578547517716,1.0000000000000002,IBS_N
High Gain Antenna Azimuth,220,4.8919473467051295,-0.14811790841778363,1.0000000000000002,IBS_N
Heater Dutycycle,220,-0.1269122464232963,0.0038426367171515,1.0000000000000002,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,220,0.9695970508068807,-0.029357365685935968,1.0000000000000002,IBS_N
2.5V_PCU_ELB,230,-1.1859318519878277,-2.549584040287114,0.9999999999999982,IBS_N
Radial Distance from Sun,230,-0.2359725722497795,-0.5073073154626011,0.9999999999999982,IBS_N
Electronic Box Temperature,230,-0.764485587942133,-1.6435347872474368,0.9999999999999982,IBS_N
Outboard Sensor Temperature,230,-0.4869024679785103,-1.046770739358773,0.9999999999999982,IBS_N
Inboard Sensor Temperature,230,-2.810218124678865,-6.0415674546536735,0.9999999999999982,IBS_N
Search Coil Magnetometer's Temperature,230,-2.671838939660418,-5.74407197796199,0.9999999999999982,IBS_N
Solar Array's Angle,230,6.832546125869023,14.688997962102135,0.9999999999999982,IBS_N
High Gain Antenna Azimuth,230,-0.7603156928035757,-1.6345701084784872,0.9999999999999982,IBS_N
Heater Dutycycle,230,-0.2930202440361341,-0.6299516590462829,0.9999999999999982,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,230,2.841286545460152,6.108360120394223,0.9999999999999982,IBS_N
2.5V_PCU_ELB,240,0.0053380324248696,-4.9006356612033555e-05,1.0000000000000002,IBS_N
Radial Distance from Sun,240,-0.2387500921986949,0.002191869817975291,1.0000000000000002,IBS_N
Electronic Box Temperature,240,0.6684751476626936,-0.006137004960856905,1.0000000000000002,IBS_N
Outboard Sensor Temperature,240,-0.3591209461384229,0.003296946843431804,1.0000000000000002,IBS_N
Inboard Sensor Temperature,240,-1.1337074380727648,0.01040811793219223,1.0000000000000002,IBS_N
Search Coil Magnetometer's Temperature,240,-3.1525385889943127,0.028942205297530846,1.0000000000000002,IBS_N
Solar Array's Angle,240,-109.28270326548878,1.0032811158666604,1.0000000000000002,IBS_N
High Gain Antenna Azimuth,240,3.368205476840721,-0.03092215737986888,1.0000000000000002,IBS_N
Heater Dutycycle,240,0.5706818779551058,-0.0052392037734345755,1.0000000000000002,IBS_N
Outboard Sensor minus Inboard Sensor Temp.,240,0.628813082658818,-0.005772883287018053,1.0000000000000002,IBS_N
2.5V_PCU_ELB,10,-0.2644565207125722,-2.3272880782968945,0.9999999999999929,IBS_R
Radial Distance from Sun,10,-0.2649006989797552,-2.331196965788374,0.9999999999999929,IBS_R
Electronic Box Temperature,10,-1.1364884691832442,-10.001402341395593,0.9999999999999929,IBS_R
Outboard Sensor Temperature,10,0.6333551008031354,5.57369419916743,0.9999999999999929,IBS_R
Inboard Sensor Temperature,10,-1.1178772208916754,-9.837618381164688,0.9999999999999929,IBS_R
